Channel,Events,Time,Capture rate
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_1,73,1439.4346,0.0507143568732
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_2,44,1079.7884,0.0407487244723
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_3,33,719.8704,0.0458415848186
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,20,360.029,0.0555510806074
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,12,667.6108,0.0179745444501
Total Events,Total TIme,Average Capture Time
182,4266.7332,0.0426555848395
 
Channel,Events,Time,Capture rate
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,336,719.873,0.466748996003
Total Events,Total TIme,Average Capture Time
336,719.873,0.466748996003
 
