file name,event start time,event end time, event width,event depth,event interval
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1321.5404,1321.5436,0.0032,48.461031189,1.1628
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1402.3836,1402.3916,0.008,64.6250300903,0.4648
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1408.0128,1408.0166,0.0038,66.9413903166,2.4034
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1413.8672,1413.8872,0.02,65.239916748,2.7074
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1417.9792,1417.9824,0.0032,66.7085668945,3.3392
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1419.392,1419.4006,0.0086,65.5152114939,0.3876
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1421.1414,1421.151,0.0096,63.829511261,0.7118
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_4,1471.0576,1471.075,0.0174,64.7113165915,11.5712
 
file name,event start time,event end time, event width,event depth,event interval
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,132.7702,132.7826,0.0124,63.1639429498,6.066
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,177.2086,177.2176,0.009,62.1237045898,0.5224
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,252.4956,252.5074,0.0118,61.7930725305,0.7444
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,254.8534,254.859,0.0056,64.0796578544,1.005
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,270.0856,270.0922,0.0066,64.5798552912,2.6224
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,273.7618,273.7712,0.0094,62.8684665372,3.6696
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,289.7186,289.7302,0.0116,63.1635492996,7.4982
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,346.5116,346.5148,0.0032,71.1543301392,13.9802
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,400.5372,400.542,0.0048,63.2949874878,31.3594
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,441.4054,441.421,0.0156,61.2663492526,6.696
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,458.2282,458.2314,0.0032,64.2534439087,7.6548
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_5,459.9146,459.934,0.0194,60.4443207102,1.6832
 
file name,event start time,event end time, event width,event depth,event interval
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,0.757,0.8658,0.1088,73.548302738,0.6054
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1.559,1.6476,0.0886,75.2123504129,0.6932
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,3.2818,3.3374,0.0556,74.7271395501,1.6342
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,4.548,4.5646,0.0166,74.4813908662,1.2106
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,5.8998,6.2198,0.32,74.4784781891,1.3352
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,6.5234,6.7244,0.201,74.3582595834,0.3036
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,7.646,7.6944,0.0484,74.2112150839,0.9216
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,7.7426,7.7744,0.0318,74.361750995,0.0482
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,13.635,13.952,0.317,74.0350161487,5.8606
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,20.8654,20.9358,0.0704,74.3242739452,6.9134
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,25.983,26.0956,0.1126,74.1406048183,5.0472
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,26.6486,26.96,0.3114,74.0971052966,0.553
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,28.499,28.8362,0.3372,74.0774254415,1.539
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,29.3546,29.8804,0.5258,73.9299612662,0.5184
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,29.9124,30.0588,0.1464,73.8494902564,0.032
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,30.757,30.9328,0.1758,73.9494547832,0.6982
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,31.488,31.6742,0.1862,74.0568542153,0.5552
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,33.0908,33.354,0.2632,73.8787710877,1.4166
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,35.2122,35.2904,0.0782,74.7258860931,1.8582
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,37.6966,37.7196,0.023,74.0787441619,2.4062
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,39.8582,39.8834,0.0252,74.1065865653,2.1386
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,40.807,40.8576,0.0506,73.6171464207,0.9236
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,45.9312,46.0152,0.084,73.8748718262,5.0736
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,47.0732,47.262,0.1888,73.7862114832,1.058
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,47.9348,48.2564,0.3216,73.7767153247,0.6728
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,51.3204,51.3826,0.0622,74.1880829623,3.064
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,52.8128,53.1342,0.3214,74.2567862692,0.3984
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,53.6788,53.6848,0.006,75.874359375,0.5446
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,55.1094,55.3744,0.265,74.1392221753,1.4246
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,58.6552,58.8204,0.1652,74.1456460298,3.2808
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,59.2006,59.3356,0.135,73.5850739258,0.3802
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,59.7284,59.821,0.0926,74.4414423438,0.3928
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,60.9554,61.221,0.2656,74.3649370786,1.1344
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,61.9204,62.362,0.4416,74.2883063308,0.6994
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,62.8426,62.9412,0.0986,74.2192521423,0.4806
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,63.0762,63.2998,0.2236,74.1648223691,0.135
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,64.048,64.1546,0.1066,74.10676046,0.7482
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,65.4316,65.5024,0.0708,73.9093612619,1.277
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,66.265,66.2778,0.0128,74.3200011063,0.7626
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,68.3598,68.7232,0.3634,74.0036614913,2.082
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,69.5022,69.5262,0.024,74.73305896,0.779
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,71.4444,71.472,0.0276,74.6544591224,1.9182
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,71.5844,71.7534,0.169,74.3059285491,0.1124
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,79.7372,79.7444,0.0072,74.2582543945,7.9838
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,81.3224,81.3456,0.0232,74.6726533245,1.578
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,85.362,85.4182,0.0562,74.4734020171,4.0164
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,86.1534,86.369,0.2156,74.4452676125,0.7352
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,90.4032,90.4178,0.0146,74.2905732623,4.0342
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,96.6194,97.3362,0.7168,74.3559925931,6.2016
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,97.7136,97.9732,0.2596,74.0632686649,0.3774
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,98.1958,98.3234,0.1276,74.0978568165,0.2226
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,98.8538,99.0668,0.213,74.4328741472,0.5304
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,105.9226,105.9964,0.0738,73.7605044183,6.8558
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,107.0164,107.2016,0.1852,74.1941768295,1.02
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,108.7792,108.813,0.0338,74.5412978747,1.5776
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,109.7344,109.7818,0.0474,74.3941368238,0.9214
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,112.3466,112.4194,0.0728,74.3031389978,2.5648
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,115.702,115.9388,0.2368,74.3411479228,3.2826
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,116.2022,116.2376,0.0354,74.013329416,0.2634
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,116.289,116.3572,0.0682,73.7459245197,0.0514
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,118.6004,118.6384,0.038,74.2259695467,2.2432
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,123.0218,123.5404,0.5186,76.7752339155,0.0708
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,126.8084,126.8724,0.064,74.1181723022,3.268
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,128.082,128.6886,0.6066,74.2013727078,1.2096
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,129.8386,130.4712,0.6326,74.2711957356,1.15
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,131.4062,131.4134,0.0072,75.4772143555,0.935
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,132.8852,133.6876,0.8024,73.4588374945,1.4718
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,134.658,134.8438,0.1858,74.5619891311,0.9704
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,137.6086,137.814,0.2054,74.4137208933,2.7648
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,137.9622,138.039,0.0768,74.4195331192,0.1482
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,138.259,138.4544,0.1954,74.4193831364,0.22
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,139.1036,139.1358,0.0322,73.4358044509,0.6492
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,142.5626,142.733,0.1704,74.2501547628,3.4268
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,145.8702,146.3762,0.506,74.2565292313,3.1372
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,147.4492,147.4796,0.0304,73.2462485866,1.073
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,148.4818,148.4894,0.0076,75.7933368241,1.0022
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,149.0178,149.104,0.0862,73.904636491,0.5284
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,151.0544,151.2324,0.178,74.0494318409,1.9504
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,153.3196,153.4766,0.157,74.2762119514,2.0872
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,155.3316,155.4516,0.12,74.1382261597,1.855
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,160.5716,160.6062,0.0346,74.4614522698,5.12
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,163.1382,163.1634,0.0252,23.0366580636,2.532
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,164.1218,164.1558,0.034,74.8532780187,0.9584
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,171.1108,171.1764,0.0656,74.7083512841,6.955
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,173.79,174.342,0.552,74.4329563174,2.6136
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,175.0712,175.099,0.0278,73.8615054168,0.7292
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,176.124,176.1696,0.0456,74.4297676488,1.025
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,177.2842,177.323,0.0388,74.373786017,1.1146
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,180.3972,180.4412,0.044,74.6526290505,3.0742
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,180.6408,180.6868,0.046,75.2265838782,0.1996
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,181.4974,181.5218,0.0244,74.4260144843,0.8106
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,183.5066,183.6454,0.1388,74.6129958799,1.9848
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,184.8932,185.4336,0.5404,74.6966023621,1.2478
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,186.6862,186.9946,0.3084,74.4231513567,1.2526
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,188.8168,189.6322,0.8154,53.281865714,1.8222
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,190.2938,190.4376,0.1438,74.2613716594,0.6616
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,190.7506,191.0056,0.255,74.5090316981,0.313
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,191.0828,191.145,0.0622,74.3485289939,0.0772
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,191.8058,191.849,0.0432,74.6309874471,0.6608
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,193.5762,193.6,0.0238,75.2495473961,1.7272
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,196.476,196.7914,0.3154,74.2656224611,2.876
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,197.1892,197.2646,0.0754,74.5204658553,0.3978
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,198.7462,198.7782,0.032,74.2785294342,1.4816
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,198.8602,198.867,0.0068,75.3737068446,0.082
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,199.9192,200.1554,0.2362,74.3782159563,1.0522
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,200.7134,200.7844,0.071,73.8028474087,0.558
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,206.614,206.644,0.03,75.9840657715,5.8296
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,210.6338,210.655,0.0212,74.8580895305,3.9898
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,211.3396,211.578,0.2384,74.3230256622,0.6846
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,212.9654,213.4646,0.4992,74.5668461697,1.3874
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,214.2086,214.2338,0.0252,74.5587813895,0.744
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,216.135,216.1606,0.0256,74.4679167366,1.9012
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,219.7458,219.9668,0.221,74.541581185,3.5852
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,220.569,220.6596,0.0906,74.4695737725,0.6022
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,221.398,221.4134,0.0154,74.2827663669,0.7384
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,221.4384,221.508,0.0696,74.4052007636,0.025
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,224.5252,224.8616,0.3364,73.1403679135,3.0172
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,225.7198,225.947,0.2272,74.8201923059,0.8582
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,226.7948,226.844,0.0492,74.5359010575,0.8478
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,227.0086,227.0212,0.0126,74.7216838728,0.1646
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,229.3206,229.4152,0.0946,74.5936907611,2.2994
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,230.4378,230.5232,0.0854,74.6176712358,1.0226
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,234.617,234.7156,0.0986,74.2393514625,4.0938
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,235.9396,235.9516,0.012,74.7153643799,1.224
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,236.7838,236.7934,0.0096,75.1724743652,0.8322
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,238.5176,238.5536,0.036,74.607230835,1.7242
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,238.6834,238.8336,0.1502,74.1956597193,0.1298
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,239.2824,239.577,0.2946,74.4833707765,0.4488
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,241.7112,241.751,0.0398,74.3421332247,2.1342
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,242.315,242.3928,0.0778,74.3859222302,0.564
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,245.9758,247.7212,1.7454,172.64180251,0.0088
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,247.6834,247.7212,0.0378,74.4295828683,3.68934881474e+15
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,247.9914,248.0356,0.0442,74.544623692,0.2702
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,738.4798,738.664,0.1842,69.3677491189,0.201
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,738.74,738.781,0.041,69.5491943598,0.076
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,739.9256,739.9302,0.0046,69.1396483314,1.1446
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,743.9796,744.3374,0.3578,68.8137174948,4.0494
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,745.4954,745.8922,0.3968,68.8971117561,1.158
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,746.5008,746.7694,0.2686,68.7535227947,0.6086
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,747.3744,747.3804,0.006,69.2447900391,0.605
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,752.9494,753.0112,0.0618,69.5316827452,5.569
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,759.2318,759.4594,0.2276,69.246448582,6.2206
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,765.672,765.8224,0.1504,69.0945116019,6.2126
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,766.0164,766.0252,0.0088,70.4887726385,0.194
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,767.0308,767.0442,0.0134,70.1154338051,1.0056
